PROGRAM NUMBER,PROGRAM NAME,STREET ADDRESS,CITY,STATE,ZIP CODE,COUNTY,PHONE,EMAIL,PROGRAM TYPE,SUTQ RATING,LICENSE/CERTIFICATION/REGISTRATION BEGIN DATE,LICENSE/CERTIFICATION/REGISTRATION END DATE,ADMINISTRATOR 1 NAME,ADMINISTRATOR 2 NAME,ADMINISTRATOR 3 NAME,PFCC AGREEMENT
2230029025,NIYLA'S CLUBHOUSE,10003 DAYCREST DRIVE,CINCINNATI,OH,45246,BUTLER,513-212-3565,gerniyla067@gmail.com,Certified In Home Aide,0,2023-12-15,,,,,Y
410505,"NO PLACE LIKE HOME OF COLUMBUS, LLC",5599 CHATTERTON RD,COLUMBUS,OH,43232,FRANKLIN,614-829-5104,noplacelikehomecol@gmail.com,Licensed Child Care Center,2,2007-12-10,,Tiffany Thompson,CARTER PAMELA,David Carter,Y
2200023118,NOAH'S ARK,1329 COUNTRY CLUB ROAD,COLUMBUS,OH,43227,FRANKLIN,614-323-3359,tinalouisethomas@yahoo.com,Licensed Type B Family Child Care Home,1,2021-06-14,,,,,Y
105302,NOAH'S ARK AFTER SCHOOL CARE,4190 STATE ROUTE 44,ROOTSTOWN,OH,44272,PORTAGE,330-283-4885,childcarenoah@sbcglobal.net,Licensed Child Care Center,0,2000-10-01,,Brenda Kelsey,,,N
104688,NOAH'S ARK CHILD CARE INC,4524 LYNN ROAD,ROOTSTOWN,OH,44272,PORTAGE,330-325-7236,childcarenoah@sbcglobal.net,Licensed Child Care Center,0,2000-04-03,,Erin Bevilacqua Stoudt,,,Y
404887,NOAH'S ARK CHRISTIAN DAYCARE AND PRESCHOOL,1000 E BROWN AVE,BELLEFONTAINE,OH,43311,LOGAN,937-592-6624,director@noahsarklearning.org,Licensed Child Care Center,0,1995-08-14,,Andrew Sutherin,Sally Rister,,Y
406405,NOAH'S ARK CREATIVE CARE,1255 NADINE DRIVE,HEATH,OH,43056,LICKING,740-323-3664,noahsarkcreativecare@hotmail.com,Licensed Child Care Center,0,1999-08-20,,TIM O'REILLY,JENNIFER KAMINSKY,,Y
308306,NOAH'S ARK DAYCARE INC,1415 NORTH RD,NILES,OH,44446,TRUMBULL,330-349-9701,jaklw1@aol.com,Licensed Child Care Center,1,2008-11-24,,Brianna Taddei,LORI GEER,,Y
401164,NOAH'S ARK EAST,1011 EAST MAIN ST,NEWARK,OH,43055,LICKING,740-349-7063,noahsarkeast@gmail.com,Licensed Child Care Center,0,2012-02-13,,Taylor Owens,MICHELLE MCHUGH,Jacki Bevard,Y
400981,"NOAH'S ARK EAST-LATCHKEY, LICKING VALLEY ELEMENTARY",1510 LICKING VALLEY RD.,NEWARK,OH,43055,LICKING,740-349-7063,noahsarkeast@gmail.com,Licensed Child Care Center,0,2015-09-09,,Michelle McHugh,Grant McHugh,,Y
2230027446,NOAHS ARK LEARNING CENTER LLC,100 TIPPETT CT,SUNBURY,OH,43074,DELAWARE,740-965-5437,noahsarkllc2023@gmail.com,Licensed Child Care Center,0,2023-03-06,,Amanda Geyer,,,Y
500850,NOAH'S ARK NURSERY SCHOOL,705 W STATE ST,FREMONT,OH,43420,SANDUSKY,419-332-1558,noahsark.fremont@gmail.com,Licensed Child Care Center,0,1981-08-04,,Andrea Hirt,,,N
2250032981,NOBLE CHILDCARE AND ENRICHMENT CENTER,2555-2557 NOBLE ROAD,CLEVELAND HEIGHTS,OH,44121,CUYAHOGA,440-715-5000,miadlong@icloud.com,Licensed Child Care Center,0,2026-02-11,2027-02-10,Linda Williams,,,Y
1000018995,NOBLE ELEMENTARY SCHOOL,1293 ARDOON ST,CLEVELAND HEIGHTS,OH,44121,CUYAHOGA,,p_carpenter@chuh.org,Licensed School-Based Preschool,3,2011-09-24,,,,,Y
1000018254,NOBLE ELEMENTARY SCHOOL,1293 ARDOON ST,CLEVELAND HEIGHTS,OH,44121,CUYAHOGA,216-371-6535,test@oclqs.org,Licensed School-Age Child Care,0,2011-09-24,,,,,N
409534,NOBLE LEARNING CENTER,44135 SR 821 MARIETTA,CALDWELL,OH,43724,NOBLE,740-732-4722,noblekidz@yahoo.com,Licensed Child Care Center,3,2006-10-20,,LASHONA DEVOLLD,,,Y
2210024674,NOBLE LEARNING CENTER EAST CAMPUS,48296 SENECA LAKE ROAD,SARAHSVILLE,OH,43779,NOBLE,740-732-4722,noblekidz@yahoo.com,Licensed Child Care Center,1,2021-09-13,,LaShona DeVolld,Heidi DeVolld,,Y
503216,NOCAC DEFIANCE HEAD START,644 CLINTON STREET,DEFIANCE,OH,43512,DEFIANCE,419-784-2152,azipfel@nocac.org,Licensed Child Care Center,3,2003-03-10,,AMY ZIPFEL,,,N
500122,NOCAC HICKSVILLE HEAD START,520-B WEST HIGH STREET,HICKSVILLE,OH,43526,DEFIANCE,419-542-9500,askinner@nocac.org,Licensed Child Care Center,3,2012-03-08,,Amy Skinner,,,N
500262,NOCAC MONTPELIER HEAD START,1015 EAST BROWN ROAD,MONTPELIER,OH,43543,WILLIAMS,419-485-6730,alacombe@nocac.org,Licensed Child Care Center,3,2014-08-27,,Cynthia Walls,,,N
500282,NOCAC NAPOLEON HEAD START,1075 GLENWOOD AVENUE,NAPOLEON,OH,43545,HENRY,419-599-7177,abilow@nocac.org,Licensed Child Care Center,3,2002-07-22,,ANGELA BILOW,,,Y
503909,NOCAC NORTHWEST STATE HEAD START,22600 SR 34,ARCHBOLD,OH,43502,HENRY,419-267-1291,azipfel@nocac.org,Licensed Child Care Center,3,2007-08-23,,KRISTINA EICHER,,,N
503222,NOCAC PAULDING HEAD START,210 DOOLEY DRIVE,PAULDING,OH,45879,PAULDING,419-399-5617,asimmons@nocac.org,Licensed Child Care Center,3,2003-03-23,,Michelle Mayes,,,N
503223,NOCAC PULASKI JEFFERSON HEAD START,06678 US RT 127,BRYAN,OH,43506,WILLIAMS,419-636-8862,alacombe@nocac.org,Licensed Child Care Center,3,2002-01-26,,Terri Bittinger,,,N
503212,NOCAC WAUSEON HEAD START,1210 OTTOKEE ST,WAUSEON,OH,43567,FULTON,419-337-9141,abilow@nocac.org,Licensed Child Care Center,3,2004-02-13,,Heather Dietrich,,,N
2210025230,NOELS HEAVENLY LEARNING CENTER,672 EAST 193RD ST,EUCLID,OH,44119,CUYAHOGA,216-548-9748,cherelle615@gmail.com,Licensed Type B Family Child Care Home,1,2022-10-05,,,,,Y
2240030233,NONNIES CHILDCARE,858 PARK AVE,SPRINGFIELD,OH,45503,CLARK,937-926-2985,nonnieewing@yahoo.com,Licensed Type B Family Child Care Home,0,2024-10-31,,,,,Y
938534162,"NORMAN, CASSANDRA",4065 E. 154TH ST.,CLEVELAND,OH,44128,CUYAHOGA,216-761-6740,mznorman1211@yahoo.com,Licensed Type B Family Child Care Home,0,2014-01-01,,,,,Y
1000018579,NORTH ADAMS ELEMENTARY SCHOOL,2295 MOORES RD,SEAMAN,OH,45679,ADAMS,937-386-2516,test@oclqs.org,Licensed School-Based Preschool,3,2011-09-24,,,,,Y
1000019182,NORTH AVONDALE MONTESSORI SCHOOL,615 CLINTON SPRINGS AVE,CINCINNATI,OH,45229,HAMILTON,513-363-3900,test@oclqs.org,Licensed School-Based Preschool,3,2011-09-24,,,,,Y
200130,NORTH BEND LEARNING CENTER,2127 NORTH BEND ROAD,CINCINNATI,OH,45224,HAMILTON,513-681-5439,charbison@northbendlearningcenter.com,Licensed Child Care Center,3,2011-05-20,,Aryah Coffey,Kimberly Barrier,,Y
407178,NORTH BRANCH YMCA,1640 SANDALWOOD,COLUMBUS,OH,43229,FRANKLIN,614-885-4252,jordan.bright@ymcacolumbus.org,Licensed Child Care Center,3,2001-09-05,,Lamteiana Williams,,,Y
401335,NORTH BROADWAY CHILDREN'S CENTER WEEKDAY SCHOOL,48 EAST NORTH BROADWAY,COLUMBUS,OH,43214,FRANKLIN,614-262-6222,andrea@northbroadwaycc.org,Licensed Child Care Center,3,1980-09-11,,Melissa Gass,,,Y
1000018705,NORTH CANTON PRIMARY SCHOOL,200 CHARLOTTE ST NW,NORTH CANTON,OH,44720,STARK,330-497-5645,test@oclqs.org,Licensed School-Based Preschool,0,2011-09-24,,,,,N
100186,NORTH CANTON YMCA CHILD DEVELOPMENT CENTER,315 N MAIN STREET,NORTH CANTON,OH,44720,STARK,330-305-5437,ncchilddevelopment@ymcastark.org,Licensed Child Care Center,3,1997-09-19,,Mandi Gibbons,Regina Campbell,,Y
1000018370,NORTH CENTRAL SCHOOL,400 E BAUBICE ST,PIONEER,OH,43554,WILLIAMS,567-444-4800,test@oclqs.org,Licensed School-Based Preschool,3,2011-09-24,,,,,N
404576,NORTH CENTRAL STATE COLLEGE CHILD DEVELOPMENT CENTER,2441 KENWOOD CIRCLE,MANSFIELD,OH,44906,RICHLAND,419-755-5600,wthompson@ncstatecollege.edu,Licensed Child Care Center,3,1994-10-06,,Wendy Thompson,,,Y
500868,NORTH CLINTON CHRISTIAN PRESCHOOL,831 W LINFOOT,WAUSEON,OH,43567,FULTON,419-337-4776,karenjames@roadrunner.com,Licensed Child Care Center,0,1981-08-25,,,,,N
1000019185,NORTH COLLEGE HILL ELEMENTARY SCHOOL,6955 GRACE AVE,NORTH COLLEGE HILL,OH,45239,HAMILTON,513-728-4787,test@oclqs.org,Licensed School-Based Preschool,3,2011-09-24,,,,,N
2230027849,NORTH FORK SACC,127 N SUGAR ST,UTICA,OH,43080,LICKING,740-334-9086,northforksacc@gmail.com,Licensed Child Care Center,0,2023-05-31,,Courtney Treadway,,,Y
1240029802,NORTH LINDEN ELEMENTARY SCHOOL,1718 E COOKE RD,COLUMBUS,OH,43224,FRANKLIN,614-365-6400,,Licensed School-Based Preschool,3,2024-08-30,,,,,Y
1000019952,NORTH NIMISHILLEN ELEMENTARY SCHOOL,7337 EASTON ST,LOUISVILLE,OH,44641,STARK,330-875-2661,test@oclqs.org,Licensed School-Based Preschool,0,2012-08-20,,,,,N
305253,NORTH OLMSTED HORIZON EDUCATION CENTER,4001 DAVID DRIVE,NORTH OLMSTED,OH,44070,CUYAHOGA,440-734-5437,cscruggs@horizonohio.org,Licensed Child Care Center,3,2001-02-02,,Carmen Scruggs,Andrea Mitchell,,Y
2230028431,NORTH RANDALL ENRICHMENT CENTER LLC,4552 WARRENSVILLE CENTER ROAD,NORTH RANDALL,OH,44128,CUYAHOGA,216-394-5155,mirrahbell4@yahoo.com,Licensed Child Care Center,3,2023-07-09,,Zenobia Morris,,,Y
1000019339,NORTH RIDGEVILLE EARLY CHILDHOOD LEARNING COMMUNITY,5490 MILLS CREEK LN,NORTH RIDGEVILLE,OH,44039,LORAIN,,test@oclqs.org,Licensed School-Based Preschool,3,2011-09-24,,,,,N
1000019058,NORTH ROYALTON ELEMENTARY SCHOOL,16400 STATE RD,NORTH ROYALTON,OH,44133,CUYAHOGA,,test@oclqs.org,Licensed School-Based Preschool,0,2014-08-12,,,,,N
405306,NORTH TERRACE CHRISTIAN PRESCHOOL,1420 BRANDYWINE BLVD.,ZANESVILLE,OH,43701,MUSKINGUM,740-453-2750,ashley.a@ntcoc.org,Licensed Child Care Center,0,1996-09-04,,SANDY MILLER,Ashley Aepli,,Y
1000017669,NORTH UNION ELEMENTARY SCHOOL,420 GROVE ST,RICHWOOD,OH,43344,UNION,740-943-3113,test@oclqs.org,Licensed School-Based Preschool,0,2011-09-24,,,,,N
103677,NORTHAMPTON CHRISTIAN PRESCHOOL,852 W BATH RD,CUYAHOGA FALLS,OH,44223,SUMMIT,330-203-3575,northamptonchristianpreschool@gmail.com,Licensed Child Care Center,0,1995-08-25,,Lori Samerdak,,,N
1000018690,NORTHEASTERN ELEMENTARY SCHOOL,140 W MAIN ST,SOUTH VIENNA,OH,45369,CLARK,,test@oclqs.org,Licensed School-Based Preschool,0,2011-09-24,,,,,N
2190020129,NORTHFIELD ELEMENTARY YMCA BASE,9370 OLDE 8 ROAD,NORTHFIELD,OH,44067,SUMMIT,330-467-8366,oliviag@akronymca.org,Licensed Child Care Center,3,2019-08-22,,David Lecaros,,,Y
301398,NORTHFIELD PRESBYTERIAN CHURCH DAY CARE CENTER,7755 S BOYDEN RD,NORTHFIELD,OH,44067,SUMMIT,330-467-4411,administrator@npcdaycare.com,Licensed Child Care Center,1,1977-09-01,,Misty Dotson,,,Y
104136,NORTHMINSTER COOPERATIVE PRESCHOOL,104 W PORTAGE TRAIL EXT,CUYAHOGA FALLS,OH,44223,SUMMIT,330-929-9300,teresaslance@aol.com,Licensed Child Care Center,0,1996-12-23,,TERESA LANCE,,,N
201992,NORTHMINSTER PRESCHOOL,703 COMPTON RD,CINCINNATI,OH,45231,HAMILTON,513-964-2323,jwebb@northminsterchurch.org,Licensed Child Care Center,0,1986-09-12,,Lindsay Buck,,,N
1000020383,NORTHMONT PRESCHOOL,1150 W NATIONAL ROAD,CLAYTON,OH,45315,MONTGOMERY,937-832-6750,test@oclqs.org,Licensed School-Based Preschool,0,2014-08-19,,,,,N
1000020186,NORTHMOR ELEMENTARY SCHOOL,7819 STATE ROUTE 19,GALION,OH,44833,MORROW,419-774-5556,test@oclqs.org,Licensed School-Based Preschool,3,2013-10-10,,,,,N
1200022088,NORTHRIDGE ELEMENTARY,9200 NORTHRIDGE RD,JOHNSTOWN,OH,43031,LICKING,,test@oclqs.org,Licensed School-Based Preschool,3,2020-08-03,,,,,N
1000019266,NORTHRIDGE ELEMENTARY SCHOOL,2011 TIMBER LN,DAYTON,OH,45414,MONTGOMERY,937-275-7469,,Licensed School-Based Preschool,3,2011-09-24,,,,,N
1000018570,NORTHSIDE CHRISTIAN ACADEMY,7615 RIDGE RD,WADSWORTH,OH,44281,MEDINA,330-336-4622,test@oclqs.org,Licensed School-Based Preschool,0,2011-09-24,,,,,N
1240030870,NORTHSIDE CHRISTIAN SCHOOL,2655 W SCHROCK RD,WESTERVILLE,OH,43081,FRANKLIN,,,Licensed School-Based Preschool,0,2024-08-14,,,,,N
500034,NORTHSIDE MENNONITE CHILD CARE CENTER,1318 N MAIN ST,LIMA,OH,45801,ALLEN,419-222-1222,nsmccc@gmail.com,Licensed Child Care Center,1,1970-08-15,,Dawn Wills,,,Y
406356,NORTHSIDE MONTESSORI SCHOOL,2855 SNOUFFER ROAD,COLUMBUS,OH,43235,FRANKLIN,614-761-2727,northsidemontessoricolumbus@gmail.com,Licensed Child Care Center,0,1999-10-26,,Juyeon Park,SOON-MO PAK,,N
2240030412,NORTHSTAR ACADEMY LEARNING CENTER,5138 GLENCROSSING WAY,CINCINNATI,OH,45238,HAMILTON,513-407-8835,director@mynorthstaracademy.com,Licensed Child Care Center,0,2024-09-27,,Tiffany Baldwin,,,Y
1000018045,NORTHTOWNE ELEMENTARY SCHOOL,4767 NORTHTOWNE BLVD,COLUMBUS,OH,43229,FRANKLIN,614-365-5488,test@oclqs.org,Licensed School-Based Preschool,3,2011-09-24,,,,,N
404952,NORTHWEST CHRISTIAN CHILD CARE CENTER,5707 OLENTANGY RIVER RD,COLUMBUS,OH,43235,FRANKLIN,614-451-4412,walkera@nwnaz.org,Licensed Child Care Center,0,1995-04-15,,Anita Walker,,,N
1000018532,NORTHWEST ELEMENTARY SCHOOL,4738 HENLEY DEEMER RD,MC DERMOTT,OH,45652,SCIOTO,740-259-2250,test@oclqs.org,Licensed School-Based Preschool,3,2011-09-24,,,,,N
408314,NORTHWEST HEAD START,45 MORGAN DRIVE,LUCASVILLE,OH,45648,SCIOTO,740-259-5594,ssloan@sciotoheadstart.com,Licensed Child Care Center,0,2004-09-29,,Ashlee Bailey,,,N
500167,"NORTHWEST OHIO MONTESSORI NWO MONTESSORI, LLC",812 N. COLLEGE DR,BOWLING GREEN,OH,43402,WOOD,419-353-7407,nwomontessoribilling@gmail.com,Licensed Child Care Center,0,2011-09-02,,EMILY BURKART,,,N
407939,NORTHWEST PRESBYTERIAN CHRISTIAN ACADEMY,6400 POST ROAD,DUBLIN,OH,43016,FRANKLIN,614-799-2300,kburris@npcdublin.org,Licensed Child Care Center,0,2004-08-26,,Kim Burris,,,N
1000018106,NORTHWEST SCHOOL,8436 ERIE AVE NW,CANAL FULTON,OH,44614,STARK,330-492-8136,test@oclqs.org,Licensed School-Based Preschool,3,2011-09-24,,,,,N
1000019866,NORTHWEST SCHOOL,4738 HENLEY DEEMER RD,MC DERMOTT,OH,45652,SCIOTO,740-259-2250,test@oclqs.org,Licensed School-Based Preschool,3,2012-08-27,,,,,N
1000020134,NORTHWESTERN ELEMENTARY SCHOOL,5610 TROY RD,SPRINGFIELD,OH,45502,CLARK,,test@oclqs.org,Licensed School-Based Preschool,0,2013-10-30,,,,,N
1170015057,NORTHWESTERN ELEMENTARY SCHOOL,7334 N ELYRIA RD,WEST SALEM,OH,44287,WAYNE,,test@oclqs.org,Licensed School-Based Preschool,3,2017-08-17,,,,,Y
1000018621,NORTHWESTERN SCHOOL,7334 N ELYRIA RD,WEST SALEM,OH,44287,WAYNE,330-345-6771,test@oclqs.org,Licensed School-Based Preschool,3,2011-09-24,,,,,N
1000019693,NORTHWOOD ESC,600 LEMOYNE RD,NORTHWOOD,OH,43619,WOOD,419-691-2601,test@oclqs.org,Licensed School-Based Preschool,3,2011-09-24,,,,,N
1000017658,NORTON PRIMARY ELEMENTARY SCHOOL,3163 GREENWICH RD,NORTON,OH,44203,SUMMIT,,test@oclqs.org,Licensed School-Based Preschool,3,2011-09-24,,,,,N
400754,NORTON ROAD HEAD START,60 NORTON ROAD,COLUMBUS,OH,43228,FRANKLIN,614-389-2518,alyson.faryman@ymcacolumbus.org,Licensed Child Care Center,3,2014-09-18,,Alyson Faryman,,,N
1000019346,NORWALK CATHOLIC EARLY CHILDHOOD CENTER,77 STATE ST,NORWALK,OH,44857,HURON,,test@oclqs.org,Licensed School-Based Preschool,0,2011-09-24,,,,,N
1250031498,NORWAYNE ELEMENTARY SCHOOL,286 S. MAIN STREET,CRESTON,OH,44217,WAYNE,,,Licensed School-Based Preschool,0,2025-08-18,2026-08-17,,,,N
1000018897,NORWICH ELEMENTARY SCHOOL,4454 DAVIDSON RD,HILLIARD,OH,43026,FRANKLIN,614-921-6000,test@oclqs.org,Licensed School-Age Child Care,0,2011-09-24,,,,,N
1000020145,NORWOOD MIDDLE SCHOOL,2060 SHERMAN AVE,NORWOOD,OH,45212,HAMILTON,513-924-2700,test@oclqs.org,Licensed School-Age Child Care,0,2013-09-26,,,,,N
1000018862,NORWOOD SCHOOL,899 NORWOOD DR,WEST JEFFERSON,OH,43162,MADISON,937-484-1557,test@oclqs.org,Licensed School-Based Preschool,3,2011-09-24,,,,,N
1000018863,NORWOOD SCHOOL,899 NORWOOD DR,WEST JEFFERSON,OH,43162,MADISON,937-484-1557,kaffenbarger@mccesc.k12.oh.us,Licensed School-Age Child Care,2,2011-09-24,,,,,Y
1000020729,NORWOOD VIEW ELEMENTARY SCHOOL,5328 CARTHAGE AVE,NORWOOD,OH,45212,HAMILTON,513-924-2610,test@oclqs.org,Licensed School-Age Child Care,0,2015-10-01,,,,,N
1220026762,NORWOOD VIEW ELEMENTARY SCHOOL,5328 CARTHAGE AVE,NORWOOD,OH,45212,HAMILTON,,test@oclqs.org,Licensed School-Based Preschool,3,2022-08-24,,,,,N
1210024915,NORWOOD VIEW HEAD START,5328 CARTHAGE AVE,NORWOOD,OH,45212,HAMILTON,,test@oclqs.org,Licensed School-Based Preschool,0,2021-08-25,,,,,N
2220027252,NOTABLY GIFTED ARTS ACADEMY INC,2800 E RIVER ROAD,MORAINE,OH,45439,MONTGOMERY,937-985-3703,thearts@ngaainc.com,Licensed Child Care Center,3,2023-02-01,,Kimberly Kennerson,,,Y
1000017748,NOTRE DAME,1401 GALLIA ST,PORTSMOUTH,OH,45662,SCIOTO,740-353-2354,test@oclqs.org,Licensed School-Based Preschool,3,2011-09-24,,,,,N
1000018866,NOTRE DAME SCHOOL,13000 AUBURN RD,CHARDON,OH,44024,GEAUGA,440-279-1129,test@oclqs.org,Licensed School-Based Preschool,0,2011-09-24,,,,,N
308207,NOTTINGHAM CHILDCARE ACADEMY,18913 NOTTINGHAM RD,CLEVELAND,OH,44110,CUYAHOGA,216-486-8887,blacktuwanna@yahoo.com,Licensed Child Care Center,3,2008-11-10,,Tuwanna BLack,,,Y
500342,NOURISH EARLY LEARNING,4320 NAVARRE AVENUE,OREGON,OH,43616,LUCAS,567-316-7600,nourish@nourishearlylearning.com,Licensed Child Care Center,0,2016-06-17,,Megan Taylor,Deanna Costanzo,,Y
2250031629,NUNU'S NUGGETS,764 CONVERSE DR,CINCINNATI,OH,45240,HAMILTON,513-500-7917,nunusnuggets123@yahoo.com,Licensed Type B Family Child Care Home,0,2025-10-03,2026-10-02,,,,Y
2180018621,NURSE JULIE'S DAYCARE,3639 BOUDINOT AVENUE,CINCINNATI,OH,45211,HAMILTON,513-312-1921,julie.mckenzie50@yahoo.com,Licensed Type A Family Child Care Home,3,2019-04-04,,,,,Y
2250031362,NURTURE AND GROW LEARNING CTR,10800 GRANGER RD,CLEVELAND,OH,44125,CUYAHOGA,216-865-5013,nurtureandgrowlearningcenter@gmail.com,Licensed Child Care Center,1,2025-03-31,2026-03-30,Justin Capuano,,,Y
2180017896,NURTURE PRESCHOOL & CHILDCARE,218 S. 5TH ST.,BYESVILLE,OH,43723,GUERNSEY,740-685-1111,nurtureprek@gmail.com,Licensed Child Care Center,3,2018-08-07,,Tia Theodosopoulos,Brooke Laughman,,Y
2210024115,NURTURE PRESCHOOL AND CHILD CARE,226 S. 5TH ST,BYESVILLE,OH,43723,GUERNSEY,740-685-1111,nurture.prekcc@gmail.com,Licensed Child Care Center,3,2021-03-11,,Tia Theodosopoulos,,,Y
2230028798,NURTURE TO GROW LEARNING CENTER LLC,4635 PEARL RD,CLEVELAND,OH,44109,CUYAHOGA,216-374-5472,temica.perry@gmail.com,Licensed Child Care Center,0,2023-10-25,,Temica Hamilton,,,Y
2200022359,NURTURING EXCELLENCE CHILD ENRICHMENT CENTER LLC.,1008 EAST 152ND STREET SUITE B,CLEVELAND,OH,44110,CUYAHOGA,216-862-9042,michellemadison312@yahoo.com,Licensed Child Care Center,0,2020-11-02,,Michelle Madison,,,Y
969245876,NURTURING FAMILY HEARTS LLC,4155 BIRCHALL RD.,TOLEDO,OH,43612,LUCAS,419-206-0474,frc4155@gmail.com,Licensed Type B Family Child Care Home,1,2016-06-09,,,,,Y
2240029985,NURTURING HANDS CHILDCARE,756 E INDIANOLA AVE,YOUNGSTOWN,OH,44502,MAHONING,330-559-4011,bqtaylor49@gmail.com,Licensed Type B Family Child Care Home,0,2024-09-12,,,,,Y
978759112,"NUUR, ZAINAB",3456 FRENCHPARK DR,COLUMBUS,OH,43231,FRANKLIN,614-354-1049,znuur63@yahoo.com,Licensed Type B Family Child Care Home,2,2014-01-01,,,,,Y
1000020255,O H SOMERS SCHOOL,3600 HERBERT ST,MOGADORE,OH,44260,SUMMIT,330-945-5600,test@oclqs.org,Licensed School-Based Preschool,3,2013-04-04,,,,,N
2240030088,OAK CREEK CHRISTIAN PRESCHOOL,10444 CROUSE WILLISON RD.,JOHNSTOWN,OH,43031,LICKING,740-967-5299,preschool@ocb.church,Licensed Child Care Center,0,2024-09-03,,Angela Myers,Brynne Holter,,N
400741,OAK GROVE CHRISTIAN SCHOOL,535 BF GOODRICH RD.,MARIETTA,OH,45750,WASHINGTON,740-336-5041,oakgrovechristianschool@yahoo.com,Licensed Child Care Center,0,2014-09-02,,Melody Hoskinson,,,N
100820,OAK GROVE PRESCHOOL,7843 SMUCKER RD,SMITHVILLE,OH,44677,WAYNE,330-669-2697,oakgrove.preschool.7843@gmail.com,Licensed Child Care Center,0,1981-03-18,,Beth Mulpas,,,N
1000020759,OAK HILL ELEMENTARY,401 EVANS ST,OAK HILL,OH,45656,JACKSON,740-682-7096,test@oclqs.org,Licensed School-Age Child Care,0,2015-10-08,,,,,N
1000017673,OAK HILL ELEMENTARY,401 EVANS ST,OAK HILL,OH,45656,JACKSON,740-682-7096,test@oclqs.org,Licensed School-Based Preschool,3,2011-09-24,,,,,N
1210025226,OAK HILL MIDDLE/HIGH SCHOOL,5063 STATE ROUTE 93,OAK HILL,OH,45656,JACKSON,,test@oclqs.org,Licensed School-Age Child Care,0,2021-10-14,,,,,N
1240030334,OAK HILLS EARLY LEARNING CENTER,5035 DELHI RD,CINCINNATI,OH,45238,HAMILTON,,test@oclqs.org,Licensed School-Based Preschool,0,2024-08-02,,,,,N
2220025955,OAK SPRING ACADEMY,747 CINCINNATI AVE,LEBANON,OH,45036,WARREN,513-409-5382,oakspringacademy23@gmail.com,Licensed Child Care Center,0,2022-06-27,,Christina Santos,,,Y
201340,OAKDALE ELEMENTARY,3850 VIRGINIA COURT,CINCINNATI,OH,45248,HAMILTON,937-356-8321,oakdale@rightatschool.com,Licensed Child Care Center,0,2016-11-04,,Emily Malay,,,Y
1000021082,OAKDALE ELEMENTARY SCHOOL,1620 E BROADWAY ST,TOLEDO,OH,43605,LUCAS,419-671-7350,test@oclqs.org,Licensed School-Based Preschool,3,2016-11-02,,,,,N
1000017713,OAKLAND PARK ALTERNATIVE ELEMENTARY,3392 ATWOOD TER,COLUMBUS,OH,43224,FRANKLIN,614-365-6058,mcaudill@columbus.k12.oh.us,Licensed School-Age Child Care,3,2011-09-24,,,,,Y
1000017712,OAKLAND PARK ALTERNATIVE ELEMENTARY,3392 ATWOOD TER,COLUMBUS,OH,43224,FRANKLIN,614-365-6058,test@oclqs.org,Licensed School-Based Preschool,3,2011-09-24,,,,,Y
407364,OAKLAND PARK DAYCARE INC.,1430 OAKLAND PARK,COLUMBUS,OH,43224,FRANKLIN,614-261-7680,oaklanddaycare@aol.com,Licensed Child Care Center,1,2002-07-09,,Qamar Karani,,,Y
1250032189,OAKMONT  ELEMENTARY SCHOOL,5666 OAKMONT DR,COLUMBUS,OH,43232,FRANKLIN,,,Licensed School-Based Preschool,0,2025-09-04,2026-09-03,,,,N
102487,OAKPARK PRESCHOOL,2446 LINCOLN WAY EAST,MASSILLON,OH,44646,STARK,330-830-1400,ahesson@oakparkmassillon.com,Licensed Child Care Center,3,1989-09-08,,Amber Hesson,,,Y
1000019283,OAKSTONE ACADEMY,900 CLUB DR,WESTERVILLE,OH,43081,FRANKLIN,614-890-7854,test@oclqs.org,Licensed School-Based Preschool,0,2011-09-24,,,,,N
1000017795,OAKVIEW ELEMENTARY SCHOOL,4001 ACKERMAN BLVD,KETTERING,OH,45429,MONTGOMERY,937-499-1870,test@oclqs.org,Licensed School-Based Preschool,3,2011-09-24,,,,,N
1000017939,OAKWOOD ELEMENTARY SCHOOL,309 N 1ST ST,OAKWOOD,OH,45873,PAULDING,419-594-3346,test@oclqs.org,Licensed School-Based Preschool,3,2011-09-24,,,,,Y
306545,OAKWOOD ENRICHMENT CENTER,1000 BROADWAY AVE,BEDFORD,OH,44146,CUYAHOGA,440-232-1391,opecc77@gmail.com,Licensed Child Care Center,1,2004-09-20,,Shekinah Sawyer,,,Y
301267,OBERLIN EARLY CHILDHOOD CENTER,317 E COLLEGE ST,OBERLIN,OH,44074,LORAIN,440-774-8193,bhouston@oberlinearlychildhood.org,Licensed Child Care Center,3,1976-04-26,,Tricia Harrel,,,Y
1000018403,OBERLIN ELEMENTARY SCHOOL,210 N PARK ST,OBERLIN,OH,44074,LORAIN,,snielsen@oberlinschools.net,Licensed School-Based Preschool,3,2011-09-24,,,,,Y
944477203,"ODEN, BARBARA",263 EARNSHAW AV 2ND FL,CINCINNATI,OH,45219,HAMILTON,513-721-0833,couvoe247@gmail.com,Licensed Type B Family Child Care Home,0,2014-01-01,,,,,Y
1000018025,OES SCHOOL,605 MINERAL SPRINGS ST,ORRVILLE,OH,44667,WAYNE,330-345-6771,test@oclqs.org,Licensed School-Based Preschool,3,2011-09-24,,,,,N
